"Year","Disease","Number","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Avg_case","Med_case","Above_Avg","Above_Med"
2007,"Group A Streptococcal Disease Invasive",25,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,6.38461538461539,0,"Yes","Yes"
2007,"Group A Streptococcal Disease Invasive -> Severe",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,6.30769230769231,7,"No","No"
2007,"Group A Streptococcal Disease Invasive -> non-Severe",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,9.92307692307692,12,"No","No"
2007,"Group B Streptococcal Disease of the Newborn",1,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,2.15384615384615,2,"No","No"
2007,"Haemophilus influenzae Type b Invasive Disease",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.538461538461538,1,"No","No"
2007,"Hepatitis A",5,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,4.76923076923077,3,"Yes","Yes"
2007,"Hepatitis B - Acute",9,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,6,6,"Yes","Yes"
2007,"Hepatitis B - Chronic",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,9.61538461538461,11,"No","No"
2007,"Hepatitis B - Chronic or Unspecified",10,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,6.30769230769231,0,"Yes","Yes"
2007,"Hepatitis C",224,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,275.153846153846,281,"No","No"
2007,"Hepatitis E",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.0769230769230769,0,"No","No"
2007,"Human Immunodeficiency Virus",20,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,17.0769230769231,17,"Yes","Yes"
2007,"Legionellosis",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,2.15384615384615,1,"No","No"
2007,"Listeriosis - Invasive",6,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,5.23076923076923,5,"Yes","Yes"
2007,"Lyme Disease - Confirmed",6,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,68.9230769230769,35,"No","No"
2007,"Lyme Disease - Probable",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,54,17,"No","No"
2007,"Lymphogranuloma Venereum",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.153846153846154,0,"No","No"
2007,"Malaria",4,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,3.07692307692308,3,"Yes","Yes"
2007,"Meningitis - Bacterial",4,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,1.84615384615385,2,"Yes","Yes"
2007,"Meningitis - Viral",14,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,10.8461538461538,6,"Yes","Yes"
2007,"Meningococcal Disease Invasive",4,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,3.92307692307692,4,"Yes","No"
2007,"Methicillin Resistant Staphylococcus Aureus",951,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,784.769230769231,838,"Yes","Yes"
2007,"Mumps",595,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,51.4615384615385,2,"Yes","Yes"
2007,"Pertussis",33,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,30.9230769230769,22,"Yes","Yes"
2007,"Pneumococcal Disease Invasive",26,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,41.6923076923077,49,"No","No"
2007,"Q-Fever",4,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,3,2,"Yes","Yes"
2007,"Rubella",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.0769230769230769,0,"No","No"
2007,"Salmonellosis",121,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,146.076923076923,145,"No","No"
2007,"Shellfish Poisoning",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.0769230769230769,0,"No","No"
2007,"Shigellosis",6,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,8.92307692307692,10,"No","No"
2007,"Syphilis - Infectious",3,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,30.2307692307692,22,"No","No"
2007,"Syphilis - Non-Infectious or Stage Pending",6,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,13.7692307692308,10,"No","No"
2007,"Tetanus",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.0769230769230769,0,"No","No"
2007,"Toxoplasmosis",1,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,1.38461538461538,1,"No","No"
2007,"Tuberculosis",8,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,7.15384615384615,8,"Yes","No"
2007,"Typhoid",0,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,1,1,"No","No"
2007,"Vancomycin Resistant Enterococcus",7,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,30.3076923076923,18,"No","No"
2007,"Verotoxigenic E.coli",15,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,12.8461538461538,14,"Yes","Yes"
2007,"West Nile Virus",1,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,0.230769230769231,0,"Yes","Yes"
2007,"Yersiniosis",5,6.12,2.49,-0.2,19.51,2.43,-5.94,2.26,14.65,5.01,83.33,90.05,2.77,89.23,4.75,9.09,147.44,2.4,105,338.54,7.24,2.46153846153846,2,"Yes","Yes"
2008,"Acquired Immune Deficiency Syndrome",6,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,3.76923076923077,3,"Yes","Yes"
2008,"Acute Flaccid Paralysis",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"No","No"
2008,"Amebiasis",9,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,5.76923076923077,6,"Yes","Yes"
2008,"Botulism",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"No","No"
2008,"Campylobacteriosis",159,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,158.307692307692,159,"Yes","No"
2008,"Chlamydia",2033,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,2343.53846153846,2466,"No","No"
2008,"Clostridium difficile",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,337.230769230769,0,"No","No"
2008,"Creutzfeldt-Jakob Disease - Classic",2,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,1.38461538461538,1,"Yes","Yes"
2008,"Cryptosporidiosis",11,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,19.3076923076923,18,"No","No"
2008,"Cyclosporiasis",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,1.53846153846154,2,"No","No"
2008,"Encephalitis - Viral",1,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.923076923076923,1,"Yes","No"
2008,"Giardiasis",107,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,89.4615384615385,93,"Yes","Yes"
2008,"Gonorrhea",143,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,126.153846153846,113,"Yes","Yes"
2008,"Group A Streptococcal Disease Invasive",16,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,6.38461538461539,0,"Yes","Yes"
2008,"Group A Streptococcal Disease Invasive -> Severe",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,6.30769230769231,7,"No","No"
2008,"Group A Streptococcal Disease Invasive -> non-Severe",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,9.92307692307692,12,"No","No"
2008,"Group B Streptococcal Disease of the Newborn",2,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,2.15384615384615,2,"No","No"
2008,"Haemophilus influenzae Type b Invasive Disease",1,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.538461538461538,1,"Yes","No"
2008,"Hepatitis A",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,4.76923076923077,3,"No","Yes"
2008,"Hepatitis B - Acute",7,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,6,6,"Yes","Yes"
2008,"Hepatitis B - Chronic",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,9.61538461538461,11,"No","No"
2008,"Hepatitis B - Chronic or Unspecified",14,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,6.30769230769231,0,"Yes","Yes"
2008,"Hepatitis C",281,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,275.153846153846,281,"Yes","No"
2008,"Hepatitis E",1,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"Yes","Yes"
2008,"Human Immunodeficiency Virus",21,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,17.0769230769231,17,"Yes","Yes"
2008,"Legionellosis",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,2.15384615384615,1,"No","No"
2008,"Listeriosis - Invasive",2,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,5.23076923076923,5,"No","No"
2008,"Lyme Disease - Confirmed",9,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,68.9230769230769,35,"No","No"
2008,"Lyme Disease - Probable",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,54,17,"No","No"
2008,"Lymphogranuloma Venereum",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.153846153846154,0,"No","No"
2008,"Malaria",2,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,3.07692307692308,3,"No","No"
2008,"Meningitis - Bacterial",5,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,1.84615384615385,2,"Yes","Yes"
2008,"Meningitis - Viral",3,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,10.8461538461538,6,"No","No"
2008,"Meningococcal Disease Invasive",8,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,3.92307692307692,4,"Yes","Yes"
2008,"Methicillin Resistant Staphylococcus Aureus",1013,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,784.769230769231,838,"Yes","Yes"
2008,"Mumps",5,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,51.4615384615385,2,"No","Yes"
2008,"Pertussis",14,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,30.9230769230769,22,"No","No"
2008,"Pneumococcal Disease Invasive",14,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,41.6923076923077,49,"No","No"
2008,"Q-Fever",17,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,3,2,"Yes","Yes"
2008,"Rubella",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"No","No"
2008,"Salmonellosis",137,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,146.076923076923,145,"No","No"
2008,"Shellfish Poisoning",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"No","No"
2008,"Shigellosis",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,8.92307692307692,10,"No","No"
2008,"Syphilis - Infectious",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,30.2307692307692,22,"No","No"
2008,"Syphilis - Non-Infectious or Stage Pending",8,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,13.7692307692308,10,"No","No"
2008,"Tetanus",0,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.0769230769230769,0,"No","No"
2008,"Toxoplasmosis",3,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,1.38461538461538,1,"Yes","Yes"
2008,"Tuberculosis",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,7.15384615384615,8,"No","No"
2008,"Typhoid",3,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,1,1,"Yes","Yes"
2008,"Vancomycin Resistant Enterococcus",31,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,30.3076923076923,18,"Yes","Yes"
2008,"Verotoxigenic E.coli",10,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,12.8461538461538,14,"No","No"
2008,"West Nile Virus",1,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,0.230769230769231,0,"Yes","Yes"
2008,"Yersiniosis",4,7.68,2.37,0.75,19.89,2.32,-3.83,2.24,15.34,6.51,83.26,111.63,2.23,106.1,5.42,10.67,138.73,0.03,97.06,296.38,8.66,2.46153846153846,2,"Yes","Yes"
2009,"Acquired Immune Deficiency Syndrome",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,3.76923076923077,3,"No","No"
2009,"Acute Flaccid Paralysis",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Amebiasis",1,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,5.76923076923077,6,"No","No"
2009,"Botulism",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Campylobacteriosis",123,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,158.307692307692,159,"No","No"
2009,"Chlamydia",1982,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,2343.53846153846,2466,"No","No"
2009,"Clostridium difficile",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,337.230769230769,0,"No","No"
2009,"Creutzfeldt-Jakob Disease - Classic",1,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,1.38461538461538,1,"No","No"
2009,"Cryptosporidiosis",10,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,19.3076923076923,18,"No","No"
2009,"Cyclosporiasis",1,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,1.53846153846154,2,"No","No"
2009,"Encephalitis - Viral",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.923076923076923,1,"Yes","Yes"
2009,"Giardiasis",76,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,89.4615384615385,93,"No","No"
2009,"Gonorrhea",127,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,126.153846153846,113,"Yes","Yes"
2009,"Group A Streptococcal Disease Invasive",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,6.38461538461539,0,"No","No"
2009,"Group A Streptococcal Disease Invasive -> Severe",9,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,6.30769230769231,7,"Yes","Yes"
2009,"Group A Streptococcal Disease Invasive -> non-Severe",7,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,9.92307692307692,12,"No","No"
2009,"Group B Streptococcal Disease of the Newborn",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,2.15384615384615,2,"No","No"
2009,"Haemophilus influenzae Type b Invasive Disease",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.538461538461538,1,"No","No"
2009,"Hepatitis A",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,4.76923076923077,3,"No","No"
2009,"Hepatitis B - Acute",5,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,6,6,"No","No"
2009,"Hepatitis B - Chronic",16,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,9.61538461538461,11,"Yes","Yes"
2009,"Hepatitis B - Chronic or Unspecified",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,6.30769230769231,0,"No","No"
2009,"Hepatitis C",266,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,275.153846153846,281,"No","No"
2009,"Hepatitis E",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Human Immunodeficiency Virus",13,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,17.0769230769231,17,"No","No"
2009,"Legionellosis",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,2.15384615384615,1,"No","Yes"
2009,"Listeriosis - Invasive",3,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,5.23076923076923,5,"No","No"
